song_id,valence_mean,valence_std,arousal_mean,arousal_std,valence,arousal,spec_path,Genre,genre_id,segment_id
2,3.1,0.94,3.0,0.63,0.3444444444444444,0.3333333333333333,data/deam/DEAM_spectrograms_shiv/2_seg0.png,blues,1,2_seg0
2,3.1,0.94,3.0,0.63,0.3444444444444444,0.3333333333333333,data/deam/DEAM_spectrograms_shiv/2_seg1.png,blues,1,2_seg1
2,3.1,0.94,3.0,0.63,0.3444444444444444,0.3333333333333333,data/deam/DEAM_spectrograms_shiv/2_seg2.png,blues,1,2_seg2
3,3.5,1.75,3.3,1.62,0.3888888888888889,0.3666666666666666,data/deam/DEAM_spectrograms_shiv/3_seg0.png,blues,1,3_seg0
3,3.5,1.75,3.3,1.62,0.3888888888888889,0.3666666666666666,data/deam/DEAM_spectrograms_shiv/3_seg1.png,blues,1,3_seg1
3,3.5,1.75,3.3,1.62,0.3888888888888889,0.3666666666666666,data/deam/DEAM_spectrograms_shiv/3_seg2.png,blues,1,3_seg2
5,4.4,2.01,5.3,1.85,0.4888888888888889,0.5888888888888889,data/deam/DEAM_spectrograms_shiv/5_seg0.png,blues,1,5_seg0
5,4.4,2.01,5.3,1.85,0.4888888888888889,0.5888888888888889,data/deam/DEAM_spectrograms_shiv/5_seg1.png,blues,1,5_seg1
5,4.4,2.01,5.3,1.85,0.4888888888888889,0.5888888888888889,data/deam/DEAM_spectrograms_shiv/5_seg2.png,blues,1,5_seg2
7,5.8,1.47,6.4,1.69,0.6444444444444444,0.7111111111111111,data/deam/DEAM_spectrograms_shiv/7_seg0.png,blues,1,7_seg0
7,5.8,1.47,6.4,1.69,0.6444444444444444,0.7111111111111111,data/deam/DEAM_spectrograms_shiv/7_seg1.png,blues,1,7_seg1
7,5.8,1.47,6.4,1.69,0.6444444444444444,0.7111111111111111,data/deam/DEAM_spectrograms_shiv/7_seg2.png,blues,1,7_seg2
8,3.2,1.4,4.8,1.54,0.3555555555555555,0.5333333333333333,data/deam/DEAM_spectrograms_shiv/8_seg0.png,blues,1,8_seg0
8,3.2,1.4,4.8,1.54,0.3555555555555555,0.5333333333333333,data/deam/DEAM_spectrograms_shiv/8_seg1.png,blues,1,8_seg1
8,3.2,1.4,4.8,1.54,0.3555555555555555,0.5333333333333333,data/deam/DEAM_spectrograms_shiv/8_seg2.png,blues,1,8_seg2
10,4.0,1.67,4.7,1.85,0.4444444444444444,0.5222222222222223,data/deam/DEAM_spectrograms_shiv/10_seg0.png,blues,1,10_seg0
10,4.0,1.67,4.7,1.85,0.4444444444444444,0.5222222222222223,data/deam/DEAM_spectrograms_shiv/10_seg1.png,blues,1,10_seg1
10,4.0,1.67,4.7,1.85,0.4444444444444444,0.5222222222222223,data/deam/DEAM_spectrograms_shiv/10_seg2.png,blues,1,10_seg2
17,4.4,1.8,6.0,2.05,0.4888888888888889,0.6666666666666666,data/deam/DEAM_spectrograms_shiv/17_seg0.png,blues,1,17_seg0
17,4.4,1.8,6.0,2.05,0.4888888888888889,0.6666666666666666,data/deam/DEAM_spectrograms_shiv/17_seg1.png,blues,1,17_seg1
17,4.4,1.8,6.0,2.05,0.4888888888888889,0.6666666666666666,data/deam/DEAM_spectrograms_shiv/17_seg2.png,blues,1,17_seg2
