song_id,valence_mean,valence_std,arousal_mean,arousal_std,valence,arousal,spec_path,Genre,genre_id,segment_id
3,3.5,1.75,3.3,1.62,0.3888888888888889,0.3666666666666666,data/deam/DEAM_spectrograms_shiv/3_seg0.npy,blues,0,3_seg0
3,3.5,1.75,3.3,1.62,0.3888888888888889,0.3666666666666666,data/deam/DEAM_spectrograms_shiv/3_seg1.npy,blues,0,3_seg1
3,3.5,1.75,3.3,1.62,0.3888888888888889,0.3666666666666666,data/deam/DEAM_spectrograms_shiv/3_seg2.npy,blues,0,3_seg2
4,5.7,1.42,5.5,1.63,0.6333333333333333,0.6111111111111112,data/deam/DEAM_spectrograms_shiv/4_seg0.npy,blues,0,4_seg0
4,5.7,1.42,5.5,1.63,0.6333333333333333,0.6111111111111112,data/deam/DEAM_spectrograms_shiv/4_seg1.npy,blues,0,4_seg1
4,5.7,1.42,5.5,1.63,0.6333333333333333,0.6111111111111112,data/deam/DEAM_spectrograms_shiv/4_seg2.npy,blues,0,4_seg2
5,4.4,2.01,5.3,1.85,0.4888888888888889,0.5888888888888889,data/deam/DEAM_spectrograms_shiv/5_seg0.npy,blues,0,5_seg0
5,4.4,2.01,5.3,1.85,0.4888888888888889,0.5888888888888889,data/deam/DEAM_spectrograms_shiv/5_seg1.npy,blues,0,5_seg1
5,4.4,2.01,5.3,1.85,0.4888888888888889,0.5888888888888889,data/deam/DEAM_spectrograms_shiv/5_seg2.npy,blues,0,5_seg2
7,5.8,1.47,6.4,1.69,0.6444444444444444,0.7111111111111111,data/deam/DEAM_spectrograms_shiv/7_seg0.npy,blues,0,7_seg0
7,5.8,1.47,6.4,1.69,0.6444444444444444,0.7111111111111111,data/deam/DEAM_spectrograms_shiv/7_seg1.npy,blues,0,7_seg1
7,5.8,1.47,6.4,1.69,0.6444444444444444,0.7111111111111111,data/deam/DEAM_spectrograms_shiv/7_seg2.npy,blues,0,7_seg2
8,3.2,1.4,4.8,1.54,0.3555555555555555,0.5333333333333333,data/deam/DEAM_spectrograms_shiv/8_seg0.npy,blues,0,8_seg0
8,3.2,1.4,4.8,1.54,0.3555555555555555,0.5333333333333333,data/deam/DEAM_spectrograms_shiv/8_seg1.npy,blues,0,8_seg1
8,3.2,1.4,4.8,1.54,0.3555555555555555,0.5333333333333333,data/deam/DEAM_spectrograms_shiv/8_seg2.npy,blues,0,8_seg2
10,4.0,1.67,4.7,1.85,0.4444444444444444,0.5222222222222223,data/deam/DEAM_spectrograms_shiv/10_seg0.npy,blues,0,10_seg0
10,4.0,1.67,4.7,1.85,0.4444444444444444,0.5222222222222223,data/deam/DEAM_spectrograms_shiv/10_seg1.npy,blues,0,10_seg1
10,4.0,1.67,4.7,1.85,0.4444444444444444,0.5222222222222223,data/deam/DEAM_spectrograms_shiv/10_seg2.npy,blues,0,10_seg2
12,5.5,1.91,5.8,1.89,0.6111111111111112,0.6444444444444444,data/deam/DEAM_spectrograms_shiv/12_seg0.npy,blues,0,12_seg0
12,5.5,1.91,5.8,1.89,0.6111111111111112,0.6444444444444444,data/deam/DEAM_spectrograms_shiv/12_seg1.npy,blues,0,12_seg1
12,5.5,1.91,5.8,1.89,0.6111111111111112,0.6444444444444444,data/deam/DEAM_spectrograms_shiv/12_seg2.npy,blues,0,12_seg2
17,4.4,1.8,6.0,2.05,0.4888888888888889,0.6666666666666666,data/deam/DEAM_spectrograms_shiv/17_seg0.npy,blues,0,17_seg0
17,4.4,1.8,6.0,2.05,0.4888888888888889,0.6666666666666666,data/deam/DEAM_spectrograms_shiv/17_seg1.npy,blues,0,17_seg1
17,4.4,1.8,6.0,2.05,0.4888888888888889,0.6666666666666666,data/deam/DEAM_spectrograms_shiv/17_seg2.npy,blues,0,17_seg2
18,4.8,1.72,3.9,1.37,0.5333333333333333,0.4333333333333333,data/deam/DEAM_spectrograms_shiv/18_seg0.npy,blues,0,18_seg0
18,4.8,1.72,3.9,1.37,0.5333333333333333,0.4333333333333333,data/deam/DEAM_spectrograms_shiv/18_seg1.npy,blues,0,18_seg1
18,4.8,1.72,3.9,1.37,0.5333333333333333,0.4333333333333333,data/deam/DEAM_spectrograms_shiv/18_seg2.npy,blues,0,18_seg2
19,5.9,1.64,4.3,1.9,0.6555555555555556,0.4777777777777777,data/deam/DEAM_spectrograms_shiv/19_seg0.npy,blues,0,19_seg0
19,5.9,1.64,4.3,1.9,0.6555555555555556,0.4777777777777777,data/deam/DEAM_spectrograms_shiv/19_seg1.npy,blues,0,19_seg1
19,5.9,1.64,4.3,1.9,0.6555555555555556,0.4777777777777777,data/deam/DEAM_spectrograms_shiv/19_seg2.npy,blues,0,19_seg2
20,5.4,2.5,6.5,2.11,0.6000000000000001,0.7222222222222222,data/deam/DEAM_spectrograms_shiv/20_seg0.npy,blues,0,20_seg0
20,5.4,2.5,6.5,2.11,0.6000000000000001,0.7222222222222222,data/deam/DEAM_spectrograms_shiv/20_seg1.npy,blues,0,20_seg1
20,5.4,2.5,6.5,2.11,0.6000000000000001,0.7222222222222222,data/deam/DEAM_spectrograms_shiv/20_seg2.npy,blues,0,20_seg2
21,6.6,0.92,6.3,1.42,0.7333333333333333,0.7,data/deam/DEAM_spectrograms_shiv/21_seg0.npy,blues,0,21_seg0
21,6.6,0.92,6.3,1.42,0.7333333333333333,0.7,data/deam/DEAM_spectrograms_shiv/21_seg1.npy,blues,0,21_seg1
21,6.6,0.92,6.3,1.42,0.7333333333333333,0.7,data/deam/DEAM_spectrograms_shiv/21_seg2.npy,blues,0,21_seg2
25,7.9,0.7,4.7,2.53,0.8777777777777778,0.5222222222222223,data/deam/DEAM_spectrograms_shiv/25_seg0.npy,blues,0,25_seg0
25,7.9,0.7,4.7,2.53,0.8777777777777778,0.5222222222222223,data/deam/DEAM_spectrograms_shiv/25_seg1.npy,blues,0,25_seg1
25,7.9,0.7,4.7,2.53,0.8777777777777778,0.5222222222222223,data/deam/DEAM_spectrograms_shiv/25_seg2.npy,blues,0,25_seg2
31,4.7,1.55,3.8,1.54,0.5222222222222223,0.4222222222222222,data/deam/DEAM_spectrograms_shiv/31_seg0.npy,blues,0,31_seg0
31,4.7,1.55,3.8,1.54,0.5222222222222223,0.4222222222222222,data/deam/DEAM_spectrograms_shiv/31_seg1.npy,blues,0,31_seg1
31,4.7,1.55,3.8,1.54,0.5222222222222223,0.4222222222222222,data/deam/DEAM_spectrograms_shiv/31_seg2.npy,blues,0,31_seg2
32,4.2,1.78,3.3,1.49,0.4666666666666667,0.3666666666666666,data/deam/DEAM_spectrograms_shiv/32_seg0.npy,blues,0,32_seg0
32,4.2,1.78,3.3,1.49,0.4666666666666667,0.3666666666666666,data/deam/DEAM_spectrograms_shiv/32_seg1.npy,blues,0,32_seg1
32,4.2,1.78,3.3,1.49,0.4666666666666667,0.3666666666666666,data/deam/DEAM_spectrograms_shiv/32_seg2.npy,blues,0,32_seg2
35,4.8,2.14,6.5,2.11,0.5333333333333333,0.7222222222222222,data/deam/DEAM_spectrograms_shiv/35_seg0.npy,blues,0,35_seg0
35,4.8,2.14,6.5,2.11,0.5333333333333333,0.7222222222222222,data/deam/DEAM_spectrograms_shiv/35_seg1.npy,blues,0,35_seg1
35,4.8,2.14,6.5,2.11,0.5333333333333333,0.7222222222222222,data/deam/DEAM_spectrograms_shiv/35_seg2.npy,blues,0,35_seg2
37,6.6,2.11,5.3,2.0,0.7333333333333333,0.5888888888888889,data/deam/DEAM_spectrograms_shiv/37_seg0.npy,blues,0,37_seg0
37,6.6,2.11,5.3,2.0,0.7333333333333333,0.5888888888888889,data/deam/DEAM_spectrograms_shiv/37_seg1.npy,blues,0,37_seg1
